35,"11_C_65_04","KDP_C_65_04_Gandikota","Thugutlapalle",,0,20,0,0,0,0,,,,,,,,,,,,,,
36,"11_C_65_04","KDP_C_65_04_Gandikota","Kottagunta Palle",,,,,,,,,0,53,0,0,0,0,,,,,,,
37,"11_C_65_04","KDP_C_65_04_Gandikota","DiguvaBrahmanapalli",,,,,,,,,28,14,0,0,0,0,,,,,,,
38,"11_C_65_04","KDP_C_65_04_Gandikota","Kibili Rangapuram",,,,,,,,,0,16,0,0,0,0,,,,,,,
39,"11_C_65_04","KDP_C_65_04_Gandikota","Obulapuram",,,,,,,,,28,36,0,0,0,0,,,,,,,
40,"11_C_65_04","KDP_C_65_04_Gandikota","korrapadu",,,,,,,,,0,95,0,0,0,0,,,,,,,
41,"11_C_65_04","KDP_C_65_04_Gandikota","Mangapatnam",,,,,,,,,12,131,0,0,0,0,,,,,,,
42,"11_C_65_04","KDP_C_65_04_Gandikota","P.Gopalapuram",,4,9,0,0,0,22,,,,,,,,,,,,,,
43,"11_C_65_04","KDP_C_65_04_Gandikota","Chinnadandluru",,0,0,0,0,0,184,,,,,,,,,,,,,,
44,"11_C_65_04","KDP_C_65_04_Gandikota","Illuru",,0,11,0,0,0,30,,,,,,,,,,,,,,
45,"11_C_65_04","KDP_C_65_04_Gandikota","RF",,,,,,,,,,0,0,0,0,0,,,,,,,
46,"11_C_65_05","KDP_C_65_05_Potladurthi","Potladurthi",,,11,0,0,0,129,,,,,,,,,,,,,,
47,"11_C_65_05","KDP_C_65_05_Potladurthi","Hanumangutti",,,25,0,0,0,150,,,,,,,,,,,,,,
48,"11_C_65_05","KDP_C_65_05_Potladurthi","K.Vengammagaripalli",,,,,,,,,,0,0,0,0,30,,,,,,,
49,"11_C_65_05","KDP_C_65_05_Potladurthi","Yerraguntla",,,,,,,,,,24,0,0,0,0,,,,,,,
50,"11_C_65_05","KDP_C_65_05_Potladurthi","Kokatam",,,37,0,0,0,202,,,,,,,,,,,,,,
51,"11_C_65_05","KDP_C_65_05_Potladurthi","Sambaturu",,,0,0,0,0,136,,,,,,,,,,,,,,
52,"11_C_65_08","KDP_C_65_08_Sidhout","Dumpalagattu",,0,142,,,,,,,,,,,,,,,,,,
53,"11_C_65_08","KDP_C_65_08_Sidhout","Chemullapalli",,0,214,,,,,,,,,,,,,,,,,,
54,"11_C_65_08","KDP_C_65_08_Sidhout","Chennamukkapalli",,,180,,,,,,,,,,,,,,,,,,
55,"11_C_65_08","KDP_C_65_08_Sidhout","Doulathapuram",,0,44,,,,,,,,,,,,,,,,,,
56,"11_C_65_08","KDP_C_65_08_Sidhout","Bayanapalli",,,0,,,,84,,,,,,,,,,,,,,
57,"11_C_65_08","KDP_C_65_08_Sidhout","Kanuparthi",,0,0,,,,77,,,,,,,,,,,,,,
58,"11_C_65_08","KDP_C_65_08_Sidhout","Ponnavolu",,,,,,,,,0,0,,,,110,,,,,,,
59,"11_C_65_08","KDP_C_65_08_Sidhout","Jyothi",,,,,,,,,2,0,,,,157,,,,,,,
60,"11_C_65_08","KDP_C_65_08_Sidhout","Vonthatipalli",,,,,,,,,16,0,,,,133,,,,,,,
61,"11_C_65_08","KDP_C_65_08_Sidhout","S.Rajampet",,,,,,,,,7,0,0,0,0,57,,,,,,,
62,"11_C_65_08","KDP_C_65_08_Sidhout","Sidhout",,,,,,,,,4,19,,,,92,,,,,,,
63,"11_C_65_08","KDP_C_65_08_Sidhout","Jangalapalli",,,,,,,,,25,0,,,,91,,,,,,,
64,"11_C_65_08","KDP_C_65_08_Sidhout","Velugupalli",,,,,,,,,10,0,,,,54,,,,,,,
65,"11_C_65_08","KDP_C_65_08_Sidhout","Rf",,,,,,,,,0,0,,,,,,,,,,,
66,"11_C_65_09","KDP_C_65_09_Khajipet","Mittamanipalli",,7,147,,,,,,,,,,,,,,,,,,
67,"11_C_65_09","KDP_C_65_09_Khajipet","Settivaripalli",,9,321,,,,,,,,,,,,,,,,,,
68,"11_C_65_09","KDP_C_65_09_Khajipet","Nandyalampet",,40,162,,,,,,,,,,,,,,,,,,
69,"11_C_65_09","KDP_C_65_09_Khajipet","Somayajulapalli",,25,32,,,,,,,,,,,,,,,,,,
70,"11_C_65_09","KDP_C_65_09_Khajipet","Annaluru",,,213,,,,,,,,,,,,,,,,,,
71,"11_C_65_09","KDP_C_65_09_Khajipet","Sivapuram",,,68,,,,,,,,,,,,,,,,,,
72,"11_C_65_09","KDP_C_65_09_Khajipet","S.Mydukur",,,56,,,,,,,,,,,,,,,,,,
73,"11_C_65_09","KDP_C_65_09_Khajipet","Bhumayapalli",,32,276,,,,,,,,,,,,,,,,,,
74,"11_C_65_09","KDP_C_65_09_Khajipet","Buddayapalli",,,20,,,,,,,,,,,,,,,,,,
75,"11_C_65_09","KDP_C_65_09_Khajipet","Pulluru",,,197,,,,,,,,,,,,,,,,,,
76,"11_C_65_09","KDP_C_65_09_Khajipet","Nagasanipalli",,,116,,,,,,,,,,,,,,,,,,
77,"11_C_65_09","KDP_C_65_09_Khajipet","Machupalli",,,114,,,,,,,,,,,,,,,,,,
78,"11_C_65_09","KDP_C_65_09_Khajipet","Pathuru",,,244,,,,,,,,,,,,,,,,,,
79,"11_C_65_09","KDP_C_65_09_Khajipet","K.Sunkesula",,48,115,,,,,,,,,,,,,,,,,,
80,"11_C_65_09","KDP_C_65_09_Khajipet","Tudumuladinne",,,73,,,,122,,,,,,,,,,,,,,
81,"11_C_65_09","KDP_C_65_09_Khajipet","Kommaluru",,5,0,,,,42,,,,,,,,,,,,,,
82,"11_C_65_09","KDP_C_65_09_Khajipet","Thavvaripalli",,30,42,,,,125,,,,,,,,,,,,,,
83,"11_C_65_09","KDP_C_65_09_Khajipet","Ravulapalli",,,54,,,,,,,,,,,,,,,,,,
84,"11_C_65_09","KDP_C_65_09_Khajipet","Kotlur",,,210,,,,,,,,,,,,,,,,,,
85,"11_C_65_09","KDP_C_65_09_Khajipet","RF",,0,0,,,,,0,0,,,,,,,,,,,,
86,"11_C_65_11","KDP_C_65_11_CHENNURU","Thollaganganapalli",,,12,,,,,,,,,,,,,,,,,,
87,"11_C_65_11","KDP_C_65_11_CHENNURU","Yadavapuram",,,11,,,,,,,,,,,,,,,,,,
88,"11_C_65_11","KDP_C_65_11_CHENNURU","Kokkarayapalli",,,2,,,,2,,,,,,,,,,,,,,
89,"11_C_65_11","KDP_C_65_11_CHENNURU","Chennuru",,,0,,,,66,,,,,,,,,,,,,,
90,"11_C_65_11","KDP_C_65_11_CHENNURU","Nazeerbeigpalli",,,0,,,,10,,,,,,,,,,,,,,
91,"11_C_65_11","KDP_C_65_11_CHENNURU","Gurrampadu",,,0,,,,43,,,,,,,,,,,,,,
92,"11_C_65_11","KDP_C_65_11_CHENNURU","Ramanapalli",,,0,,,,79,,,,,,,,,,,,,,
93,"11_C_65_11","KDP_C_65_11_CHENNURU","Upparapalli",,,28,,,,27,,,,,,,,,,,,,,
94,"11_C_65_11","KDP_C_65_11_CHENNURU","Dugganapalli",,,0,,,,79,,,,,,,,,,,,,,
95,"11_C_65_11","KDP_C_65_11_CHENNURU","Chinnamachupalli",,,18,,,,,,,,,,,,,,,,,,
96,"11_C_65_11","KDP_C_65_11_CHENNURU","Rudrabharatipet",,,0,,,,0,,,,,,,,,,,,,,
97,"11_C_65_11","KDP_C_65_11_CHENNURU","Rachinayanapalli",,,11,,,,,,,,,,,,,,,,,,
98,"11_C_65_11","KDP_C_65_11_CHENNURU","Mundlapalli",,,26,,,,,,,,,,,,,,,,,,
99,"11_C_65_11","KDP_C_65_11_CHENNURU","Kopparthi",,,54,,,,,,,,,,,,,,,,,,
100,"11_C_65_11","KDP_C_65_11_CHENNURU","Tadigotla",,,26,,,,,,,,,,,,,,,,,,
101,"11_C_65_11","KDP_C_65_11_CHENNURU","Royalapanthulapalli",,,6,,,,,,,,,,,,,,,,,,
102,"11_C_65_11","KDP_C_65_11_CHENNURU","T.Ramachandrapuram",,,12,,,,,,,,,,,,,,,,,,
103,"11_C_65_11","KDP_C_65_11_CHENNURU","Krishnapuram",,,7,,,,,,,,,,,,,,,,,,
104,"11_C_65_11","KDP_C_65_11_CHENNURU","Pabbapuram",,,,,,,,,,29,,,,,,,,,,,
105,"11_C_65_11","KDP_C_65_11_CHENNURU","Papasahebpet",,,1,,,,,,,,,,,,,,,,,,
106,"11_C_65_11","KDP_C_65_11_CHENNURU","Cherlopalli",,,1,,,,,,,,,,,,,,,,,,
107,"11_C_65_11","KDP_C_65_11_CHENNURU","Balupalli",,,2,,,,,,,,,,,,,,,,,,
108,"11_C_65_11","KDP_C_65_11_CHENNURU","K.Ramachandrapuram",,,,,,,,,,8,,,,,,,,,,,
109,"11_C_65_11","KDP_C_65_11_CHENNURU","Kammavaripalli",,,,,,,,,,27,,,,,,,,,,,
110,"11_C_65_11","KDP_C_65_11_CHENNURU","Apparajupalli",,,33,,,,,,,,,,,,,,,,,,
111,"11_C_65_11","KDP_C_65_11_CHENNURU","Ganganapalli",,,,,,,,,,95,,,,,,,,,,,
112,"11_C_65_11","KDP_C_65_11_CHENNURU","Tippireddypalli",,,,,,,,,,227,,,,,,,,,,,
113,"11_C_65_11","KDP_C_65_11_CHENNURU","K.Giriyampalli",,,,,,,,,,79,,,,,,,,,,,
114,"11_C_65_12","KDP_C_65_12_KADAPA","Guduru",,,0,,,,,,,,,,,,,,,,,,
115,"11_C_65_12","KDP_C_65_12_KADAPA","Pathacuddapah",,,0,,,,,,,,,,,,,,,,,,
116,"11_C_65_12","KDP_C_65_12_KADAPA","Ukkayapalli",,,121,,,,,,,,,,,,,,,,,,
117,"11_C_65_12","KDP_C_65_12_KADAPA","Chemmumiyapet",,,0,,,,,,,,,,,,,,,,,,
118,"11_C_65_12","KDP_C_65_12_KADAPA","Akkyapalli",,,0,,,,,,,,,,,,,,,,,,
119,"11_C_65_12","KDP_C_65_12_KADAPA","Palempalli",,,96,,,,,,,,,,,,,,,,,,
120,"11_C_65_12","KDP_C_65_12_KADAPA","Chinnachowk",,,25,,,,,,,,,,,,,,,,,,
121,"11_C_65_12","KDP_C_65_12_KADAPA","Ramarajupalli",,,8,,,,,,,,,,,,,,,,,,
122,"11_C_65_12","KDP_C_65_12_KADAPA","Nagarajupet",,,0,,,,,,,,,,,,,,,,,,
123,"11_C_65_12","KDP_C_65_12_KADAPA","Cuddapah",,,0,,,,,,,,,,,,,,,,,,
124,"11_C_65_12","KDP_C_65_12_KADAPA","Putlampalli",,,23,,,,,,,,,,,,,,,,,,
125,"11_C_65_12","KDP_C_65_12_KADAPA","Chintakommadinne",,,165,,,,,,,,,,,,,,,,,,
126,"11_C_65_12","KDP_C_65_12_KADAPA","Utukuru",,,174,,,,,,,,,,,,,,,,,,
127,"11_C_65_12","KDP_C_65_12_KADAPA","Viswanathapuram",,,0,,,,,,,,,,,,,,,,,,
128,"11_C_65_12","KDP_C_65_12_KADAPA","Mamillapalli",,,72,,,,,,,,,,,,,,,,,,
129,"11_C_65_12","KDP_C_65_12_KADAPA","Buggalapalli",,,150,,,,,,,,,,,,,,,,,,
130,"11_C_65_12","KDP_C_65_12_KADAPA","Rudraiahgaripalli",,,88,,,,,,,,,,,,,,,,,,
131,"11_C_65_12","KDP_C_65_12_KADAPA","Buggaletipalli",,,88,,,,,,,,,,,,,,,,,,
132,"11_C_65_12","KDP_C_65_12_KADAPA","Kolumulapalli",,,81,,,,,,,,,,,,,,,,,,
133,"11_C_65_12","KDP_C_65_12_KADAPA","Jamalpalli",,,31,,,,,,,,,,,,,,,,,,
134,"11_C_65_12","KDP_C_65_12_KADAPA","Chinnakampalli",,,43,,,,,,,,,,,,,,,,,,
135,"11_C_65_12","KDP_C_65_12_KADAPA","Peddakampalli",,,9,,,,,,,,,,,,,,,,,,
136,"11_C_65_12","KDP_C_65_12_KADAPA","Ippenta",,,265,,,,,,,,,,,,,,,,,,
137,"11_C_65_12","KDP_C_65_12_KADAPA","RF",,,0,,,,,,,,,,,,,,,,,,
138,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Kondapuram",,0,0,0,0,0,120,,,,,,,,,,,,,,
139,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Obannapet",,0,0,0,0,0,121,,,,,,,,,,,,,,
140,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Anantapuram",,0,72,0,0,0,0,,,,,,,,,,,,,,
141,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Penujuvvi",,0,0,0,0,0,38,,,,,,,,,,,,,,
142,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Pottipadu",,0,0,0,0,0,63,,,,,,,,,,,,,,
143,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Donkupalli",,0,15,0,0,0,,,,,,,,,,,,,,,
144,"11_C_65_16","KDP_C_67_16_KONDAPURAM","S.Timmapuram",,0,96,0,0,0,,,,,,,,,,,,,,,
145,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Lavanur",,,,,,,,,0,26,0,0,0,,,,,,,,
146,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Chinnamanenipalli",,,,,,,,,0,2,0,0,0,,,,,,,,
147,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Lingamanenipalli",,,,,,,,,0,0,0,0,0,,,,,,,,
148,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Venkaiahkalva",,21,38,0,0,0,,,,,,,,,,,,,,,
149,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Pydipalem",,0,40,0,0,0,,,,,,,,,,,,,,,
150,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Chavvaripalli",,0,4,0,0,0,,,,,,,,,,,,,,,
151,"11_C_65_16","KDP_C_67_16_KONDAPURAM","Devathapuram",,0,6,0,0,0,,,,,,,,,,,,,,,
152,"11_C_65_16","KDP_C_67_16_KONDAPURAM","RF",,0,0,,,,,,,,,,,,,,,,,,
153,"11_C_65_17","KDP_C_67_17_ETURU","Yeturu",,0,0,0,0,0,130,,,,,,,,,,,,,,
154,"11_C_65_17","KDP_C_67_17_ETURU","Beduduru",,0,0,0,0,0,187,,,,,,,,,,,,,,
155,"11_C_65_17","KDP_C_67_17_ETURU","Yanamalachintala",,0,0,0,0,0,110,,,,,,,,,,,,,,
156,"11_C_65_17","KDP_C_67_17_ETURU","Sivapuram",,0,0,0,0,0,26,,,,,,,,,,,,,,
157,"11_C_65_18","KDP_C_67_18_PARNAPALLI","Komanutala",,0,101,0,0,0,,,,,,,,,,,,,,,
158,"11_C_65_18","KDP_C_67_18_PARNAPALLI","Velidandla",,0,89,0,0,0,,,,,,,,,,,,,,,
159,"11_C_65_18","KDP_C_67_18_PARNAPALLI","Parnapalli",,0,24,0,0,0,78,,,,,,,,,,,,,,
160,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Chinnaventurla",,,,,,,,,0,10,0,0,0,,,,,,,,
161,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","B. Venkatapuram",,,,,,,,,0,2,0,0,0,,,,,,,,
162,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Bestavemula",,,,,,,,,0,33,0,0,0,,,,,,,,
163,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Kallutla",,,,,,,,,0,26,0,0,0,,,,,,,,
164,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","A.Kambaladinne",,,,,,,,,0,16,0,0,0,,,,,,,,
165,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Nawabpet",,,,,,,,,0,19,0,0,0,,,,,,,,
166,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Chinnakomerla",,0,106,0,0,0,,,,,,,,,,,,,,,
167,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Dugganapalli",,,,,,,,,0,15,0,0,0,,,,,,,,
168,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Talamanchipatnam",,,,,,,,,0,70,0,0,0,,,,,,,,
169,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Madhavaram",,,,,,,,,0,26,0,0,0,,,,,,,,
170,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Golla Uppalapadu",,,,,,,,,0,19,0,0,0,,,,,,,,
171,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Gollapalli",,,,,,,,,0,8,0,0,0,,,,,,,,
172,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Vaddiralla",,,,,,,,,0,29,0,0,0,,,,,,,,
173,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Dhannavada",,,,,,,,,0,23,0,0,0,,,,,,,,
174,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Murapandi",,,,,,,,,0,53,0,0,0,,,,,,,,
175,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Nakkavanipalli",,,,,,,,,0,79,0,0,0,,,,,,,,
176,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Dhodium",,,,,,,,,0,74,0,0,0,,,,,,,,
177,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Kona Anantapuram",,,,,,,,,0,0,0,0,0,,,,,,,,
178,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Ramachandrayapalli",,,,,,,,,0,75,0,0,0,,,,,,,,
179,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Ponnampalli",,,,,,,,,0,86,0,0,0,,,,,,,,
180,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Thorrivemula",,0,107,0,0,0,,,,,,,,,,,,,,,
181,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Veparala",,0,33,0,0,0,,,,,,,,,,,,,,,
182,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","M.Kambaladinne",,,,,,,,,0,87,0,0,0,,,,,,,,
183,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","DommaraNandyala",,0,55,0,0,0,,,,,,,,,,,,,,,
184,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Garisalur",,6,16,0,0,0,,,,,,,,,,,,,,,
185,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Chinnamudium",,0,24,0,0,0,,,,,,,,,,,,,,,
186,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Bodithippanapadu",,0,36,0,0,0,,,,,,,,,,,,,,,
187,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Bhutamapuram",,,,,,,,,0,19,0,0,0,,,,,,,,
188,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Bheemagundam",,,,,,,,,0,8,0,0,0,,,,,,,,
189,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Gundlakunta",,0,27,0,0,0,,,,,,,,,,,,,,,
190,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Medidinne",,0,57,0,0,0,,,,,,,,,,,,,,,
191,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Chadipiralladinne",,0,5,0,0,0,,,,,,,,,,,,,,,
192,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Chinnapasupula",,0,12,0,0,0,,,,,,,,,,,,,,,
193,"11_C_65_19","KDP_C_68_19_T.M.PATNAM","Salevariuppaluru",,0,29,,,,,,,,,,,,,,,,,,
194,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Kondasunkesula",,,,,,,,,0,93,0,0,0,,,,,,,,
195,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Diguvakalvatala",,,,,,,,,12,36,0,0,0,,,,,,,,
196,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Papayapalli",,,,,,,,,0,28,0,0,0,,,,,,,,
197,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Nagireddypalli",,,,,,,,,0,14,0,0,0,,,,,,,,
198,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Nagarajupalli",,,,,,,,,0,16,0,0,0,,,,,,,,
199,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Paluru",,0,24,0,0,0,,,,,,,,,,,,,,,
200,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","Gopalapuram",,0,4,0,0,0,,,,,,,,,,,,,,,
201,"11_C_65_20","KDP_C_68_20_DIGUVAKALVATALA","B.Venkatapuram",,0,18,0,0,0,,,,,,,,,,,,,,,
202,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Peddamudium",,0,22,0,0,0,,,,,,,,,,,,,,,
203,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Suddapalli",,8,9,0,0,0,,,,,,,,,,,,,,,
204,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Jangalapalli",,0,44,0,0,0,,,,,,,,,,,,,,,
205,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","J.Kothapalli",,0,1,0,0,0,,,,,,,,,,,,,,,
206,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Uppaluru",,0,8,0,0,0,,,,,,,,,,,,,,,
207,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Balapanagudur",,4,14,0,0,0,,,,,,,,,,,,,,,
208,"11_C_65_21","KDP_C_68_21_PEDDAMUDIUM","Gopayapalli",,4,6,0,0,0,,,,,,,,,,,,,,,
209,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Nemalladinne",,22,60,,,,,,,,,,,,,,,,,,
210,"11_C_65_22","KDP_C_68_22_RAJUPALEM","N.Kottalapalli",,0,6,,,,,,,,,,,,,,,,,,
211,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Peddapasupala",,0,1,,,,,,,,,,,,,,,,,,
212,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Ulavapalli",,0,4,,,,,,,,,,,,,,,,,,
213,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Vellala",,10,20,,,,,,,,,,,,,,,,,,
214,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Paidala",,10,2,,,,,,,,,,,,,,,,,,
215,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Daddanala",,3,4,,,,,,,,,,,,,,,,,,
216,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Kulluru",,1,44,,,,,,,,,,,,,,,,,,
217,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Gadeguduru",,0,41,,,,,,,,,,,,,,,,,,
218,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Tangaturu",,19,29,,,,,,,,,,,,,,,,,,
219,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Arkatavemula",,10,28,,,,,,,,,,,,,,,,,,
220,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Parlapadu",,6,2,,,,,,,,,,,,,,,,,,
221,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Rajupalem",,1,0,,,,,,,,,,,,,,,,,,
222,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Thondaladinne",,0,2,,,,,,,,,,,,,,,,,,
223,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Eruvupalem",,0,2,,,,,,,,,,,,,,,,,,
224,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Chinnajonnavaram",,10,18,,,,,,,,,,,,,,,,,,
225,"11_C_65_22","KDP_C_68_22_RAJUPALEM","Velavali",,0,0,,,,108,,,,,,,,,,,,,,
226,"11_C_65_23","KDP_C_68_23_CHAPADU","G.Kothapalli",,0,1,,,,,,,,,,,,,,,,,,
